income,credit,approved,split
0.2689912315743713,0.8251550749242639,0,train
0.4541735864567084,0.25657115764202565,1,train
0.34991451161494225,0.5211039907048519,1,train
0.25790970026495963,0.7866446488669766,1,train
0.5112270345925223,0.8095920105249289,1,train
0.4247560900295132,0.5812027299758495,1,train
0.23820299025107142,0.055575849656397946,0,test
0.14165508911606223,0.4094220967754088,0,train
0.7280480243034262,0.39828834236275207,1,train
0.29976844208622794,0.5490530214674887,1,test
0.8592100702622105,0.48724915834924076,1,train
0.7303743437765517,0.46568019359702495,1,train
0.5625350425853507,0.6734621189997322,1,train
0.2436695838175156,0.7270047676891256,0,test
0.21265748296960862,0.6871558386316473,1,test
0.4459870761177101,0.6028265058813164,1,train
0.23013807048710228,0.5186266067400461,1,valid
0.418116720828339,0.447245351568606,1,train
0.11372518477369577,0.44929713699257734,0,train
0.647456127059233,0.5239370502555095,1,valid
0.5917479873230116,0.45037790202415245,1,train
0.39634176494949236,0.7662790472961936,1,train
0.9076286790229724,0.6241734116566772,1,train
0.3088770799292654,0.4608161303451661,0,train
0.9109250687149039,0.3296355260274687,0,train
0.08333505382843534,0.24179245927976034,0,train
0.08429745638268644,0.4026700915794499,0,test
0.6894585512206344,0.4673249495423051,1,test
0.27330286443388174,0.8201703664206504,1,test
0.4910268588439184,0.38339512638929657,1,train
0.661093128484458,0.395081129773493,0,train
0.7031800603396581,0.14555916121980597,1,train
0.26634750774569077,0.6366570878486808,1,test
0.4181708069715102,0.37215549076217375,0,test
0.35771393088945147,0.626199837622367,1,valid
0.10289609975226587,0.5156097324658486,0,train
0.4863806522528644,0.669503433078123,1,train
0.5929752677501,0.8395580596899147,1,test
0.523193996857998,0.4177929493289705,0,train
0.5006979676104144,0.5985988774142404,0,train
0.6125093657975764,0.45424256519787115,1,train
0.6101658980261929,0.8747963294385515,1,train
0.2574548842259455,0.6348108179939675,1,train
0.82934053246259,0.2710954456140139,1,valid
0.6014398420809972,0.4974505380917952,1,train
0.35716349860262026,0.3965359682976699,1,train
0.2555619315253842,0.8353207910947541,1,train
0.3068749663253418,0.18263402005818552,0,train
0.509212133730668,0.6966384863730787,1,train
0.6737650174875134,0.6725194312239354,1,train
0.8077951392394783,0.7453388258075959,1,train
0.3473377055618369,0.055775782806297435,1,train
0.15159470099456518,0.7568987197189678,0,train
0.34138811887611353,0.5059981075656798,1,test
0.2857046820405693,0.2538484678826224,0,train
0.5719929380190466,0.42207617724271745,1,train
0.3202535262266176,0.62618638989412,1,train
0.28063028136199786,0.5452176715204479,1,valid
0.3404629318686462,0.5726358777738999,1,train
0.242092347138104,0.6793465188844795,1,test
0.20252269874635576,0.6195603261129239,0,train
0.825408043732811,0.899564919962083,1,train
0.24724534027446488,0.4723146515575177,0,train
0.6398803366197283,0.77693676505363,1,test
0.15918294603372984,0.3185226813216075,0,train
0.5135480148237588,0.27860990888712645,1,train
0.793891357732206,0.3809126927086012,1,train
0.24573285605150344,0.7855245466216242,0,valid
0.18939581633642338,0.31888246486756083,0,train
0.3891364840213644,0.46406074795399443,1,train
0.1676204032162299,0.043272807893627925,0,valid
0.1860163310615293,0.5485394009807879,1,train
0.9720259705070191,0.4372037190336311,1,train
0.7060658504297843,0.1410274456177788,0,train
0.24996477391835303,0.7349031590154314,1,test
0.7217658547654586,0.7372240247296218,1,train
0.3315997321579201,0.5026090063119131,1,train
0.5927884737217086,0.15527239373135077,0,train
0.43195662784180383,0.7126900269004824,1,train
0.6207436291587469,0.5790155349592607,1,valid
0.5576562732195629,0.530966265625882,1,train
0.31450849225305055,0.7164906115282336,1,valid
0.17408109570792496,0.3416473874904435,1,train
0.14321737325742287,0.5002576482648065,1,train
0.6004734014391406,0.616214088311473,1,train
0.06226280127254606,0.620526392168535,0,valid
0.3637333996256287,0.5465289135622307,1,train
0.4053593382828627,0.768611589211874,1,train
0.38291764508497733,0.17418876682897855,0,train
0.4397568251911242,0.057962330490368204,1,train
0.19111043446283588,0.4362723630946111,0,train
0.2268738152222134,0.27012155049299114,0,train
0.5365092750958838,0.660109015992991,1,train
0.32314968166142266,0.4289369473640236,1,train
0.5415608754566081,0.5483616434191434,1,train
0.3902560776680894,0.4270236326339699,1,train
0.5701722771337959,0.6905954054484899,1,train
0.34083783714089616,0.3809262799245417,1,train
0.21087748554938393,0.48236662968437294,1,train
0.8212565466180604,0.7654724653238462,1,valid
0.9521859625760557,0.7014323400667576,1,test
0.7355309858991714,0.4108317521301007,1,train
0.5261937463192984,0.5254450120308316,0,train
0.3941852473137045,0.4946628406123541,1,test
0.10664950749540247,0.6208299256193862,0,train
0.5074697752604337,0.9441818599111799,1,test
0.17220682131301185,0.2464812262290065,0,train
0.0877340229000822,0.26276172470089376,0,test
0.4819556726657184,0.3315930736398848,1,train
0.8553557821262929,0.39450768440789297,1,train
0.18194926600640338,0.40816046612899387,1,train
0.32804763169711726,0.8241594199074281,0,train
0.31847780755358623,0.6851352373361088,0,train
0.48034504384930404,0.12364577395887905,1,train
0.5595056119008549,0.3529501636900034,1,train
0.25408230347917593,0.06651562849068311,0,train
0.37772405292903044,0.8330757376156085,1,train
0.5502039559902182,0.2567389700323932,1,train
0.23958365504586449,0.5963943432793442,1,train
0.07632995885532168,0.7863628048447774,1,train
0.5479348075100046,0.28428891146208063,1,train
0.43134320097308765,0.4599392583803037,1,valid
0.45446525019233325,0.3155021451886256,1,train
0.7352478326282067,0.7863252638996079,1,train
0.6251121705471235,0.13906566775710644,1,train
0.42117018497114317,0.7311052865571729,1,train
0.4112468109998481,0.4294321163240379,1,train
0.24304461926946014,0.596361389157255,0,test
0.11034348892769447,0.8963247423855313,1,test
0.41943195030035,0.5894206771489026,0,train
0.6074825806288037,0.3341857291900867,0,test
0.7096651438705571,0.6012749953652333,1,test
0.7240637515643528,0.3359585391722457,1,train
0.6737655213063366,0.411458826915287,0,train
0.6306870871328968,0.7425716547859945,0,train
0.26227141510855445,0.7446381704015943,1,valid
0.3735438697426927,0.7164519368639646,1,train
0.6170048667819665,0.24651548112706476,1,train
0.4255573590575499,0.8551884068755985,1,valid
0.6876163817464283,0.5431479379541552,1,train
0.4511833028695118,0.6742788732694416,1,train
0.47998181002741697,0.3167783912654044,1,train
0.4085470880078667,0.9093423393575676,1,train
0.3578581289629763,0.5507641982725426,1,train
0.7201250516299111,0.7446791150163653,1,valid
0.2971256687268667,0.4714490850753502,1,train
0.4762560801835571,0.19124295955107837,0,train
0.2674789447748821,0.6830164738385531,1,train
0.7968381291806391,0.244395469076114,0,train
0.1656120128409481,0.6090985839737386,0,test
0.277716403392167,0.7290138703673951,1,train
0.5953804500379682,0.15231280670385008,1,valid
0.5308112329429467,0.333826288001451,1,train
0.3819769951096169,0.8418222850245463,1,train
0.6193676983742824,0.4171274276011427,1,train
0.3896184087233662,0.8102171808643629,1,train
0.24441615514045004,0.7271781676331964,0,test
0.3694616811637047,0.8538545257073147,1,train
0.706780239330971,0.6446144717325009,1,train
0.5537054613205509,0.6738697216628846,1,train
0.5272238289085295,0.30122851086793057,1,train
0.5063873044908705,0.8061079341640969,1,train
0.3427853946185123,0.7251536875142625,1,train
0.3090402279380917,0.47703409015105086,1,test
0.7152006195132717,0.8041037539122056,0,train
0.14995123211004177,0.7798541274919111,1,train
0.14422463041122072,0.5562157881497168,1,test
0.6327151273646638,0.6500068969862338,1,train
0.323475090786106,0.48629512168109895,1,valid
0.7210231301055636,0.5543333521295796,1,train
0.638822370460969,0.2129645560595439,1,train
0.45361594373794634,0.458195949599405,1,train
0.6155030767509342,0.11612225741229422,0,train
0.6649414406193134,0.19840004601807432,1,train
0.6007147072360769,0.9298912679350024,1,train
0.34102869616656184,0.38992668031329564,0,train
0.07944458054801348,0.7353181014114728,1,train
0.051443205542818324,0.47460339561819775,1,train
0.6784550352576608,0.7537237952837135,1,test
0.4149451127006509,0.6325497232228704,0,train
0.23568326849637897,0.8042775009773568,0,valid
0.4479987881820106,0.18985139126188505,0,train
0.5442129669507891,0.410485787510677,1,train
0.5337168288525739,0.7346364796442026,1,valid
0.40220522326788033,0.25981443036904883,0,train
0.6114491590367213,0.5325073442202849,1,test
0.20234251066424438,0.3761031577061705,1,train
0.4212207379099284,0.6685794343964948,1,valid
0.22105846545407803,0.3326363460585793,0,train
0.5556328229078807,0.020085945790951208,0,train
0.24518720373034758,0.7432061435726002,1,train
0.17101081773869864,0.868394890103753,1,valid
0.47756108195898755,0.35804139295007353,1,train
0.4961239466677044,0.5746103675780125,1,train
0.10315029779913476,0.06993173951492516,0,train
0.6676414289188481,0.26150038939803566,1,train
0.3894524835205127,0.4793738312777678,0,valid
0.29326776933173865,0.4590160586518074,1,train
0.11192368150761106,0.6557125788776773,1,train
0.6299099410088032,0.44035055211569685,1,train
0.5025898000716399,0.7494028135718609,1,train
0.523023551278774,0.6854279241150865,1,valid
0.5581281103891689,0.7496081333689381,1,train
0.07035130989383667,0.748185538846453,1,train
0.3383277867422972,0.44115828886350966,0,test
0.6350290162628726,0.6145934565040769,1,test
0.19275233835349204,0.3038013713363423,0,train
0.4279546338248329,0.6493068711419738,1,train
0.11991252095437593,0.5989544935053829,0,train
0.6340760011665576,0.3721068751780522,1,test
0.45155818095529304,0.09333580080104352,0,train
0.60522711457846,0.8555605265290348,1,train
0.517465413620025,0.8041264364385332,0,train
0.7553829907087242,0.947578135338379,1,train
0.8106136820415222,0.3358624177743472,1,train
0.1397181686504371,0.5780287938288964,1,train
0.5706875787151455,0.8228260036033667,1,valid
0.764852442111444,0.7712611296630275,1,train
0.42422708150188415,0.8718318066479132,1,train
0.8702480763678991,0.25536478577346805,0,train
0.32042363704278515,0.499904327876314,0,valid
0.6568989921491577,0.35510496197181185,0,train
0.7682592818832233,0.6633650559954378,1,train
0.2370630982666732,0.27509688815079747,0,train
0.3729624522824028,0.39183740795015826,1,train
0.8229636378670128,0.8444394096854967,1,train
0.6021931234760902,0.3794120918237712,1,train
0.551054643357296,0.5534750141073934,1,valid
0.6078189916732568,0.1781219166459654,1,valid
0.4150419722474163,0.4077916247250445,1,train
0.5437913106919374,0.6311421481114222,1,train
0.44650326341354935,0.6864848367665334,1,valid
0.3736219884275397,0.2325914635080712,1,valid
0.4339277814415219,0.5180357543983586,1,train
0.799394017066068,0.5837642700969007,0,train
0.33041917060388104,0.486319701971066,0,train
0.6823196677633461,0.3155627617465101,1,train
0.48813480388670033,0.24740582246182333,0,test
0.6036551852940957,0.6321213664912244,1,test
0.576468801815356,0.62800596304938,1,train
0.48706787170418414,0.7420525566106944,1,train
0.32587568469774597,0.39753865647232933,1,train
0.8052624509898215,0.6917682844952854,1,train
0.6725715814003069,0.12883873614980862,1,test
0.508746262645549,0.2855829091830731,1,train
0.4262045070674891,0.6398221653929882,1,train
0.3258658573382932,0.37297722771838127,1,train
0.6154895515494414,0.6641835670905707,1,test
0.7662816596058273,0.8466476473361595,1,train
0.27732376688142224,0.7608553701051647,1,test
0.3030112716627445,0.25978077612792183,1,train
0.5457223960760589,0.5415219638176028,1,valid
0.26913549911873497,0.9307595423899062,1,test
0.3826447662521271,0.28159466016500356,0,train
0.46097189841812847,0.80760948293471,0,test
0.1992352351119442,0.4818410451491253,1,train
0.7660786942598355,0.926140467586899,1,train
0.6142096357087913,0.4666226256733249,1,train
0.48267878525614116,0.3940563756123517,1,train
0.364851878585083,0.8489984503652174,1,train
0.48221218831383245,0.7999674191731533,1,train
0.08028977233447764,0.4975725817886975,0,train
0.21084004244875584,0.37120718691401217,1,train
0.41768714417228714,0.8342669228187394,1,train
0.417903546276735,0.36182121617864255,1,train
0.4857134534645883,0.6593814539268743,1,train
0.465235775085712,0.2181313767244693,0,train
0.3096594756607745,0.3673369379905122,1,train
0.6755114325911544,0.6265879241529883,1,train
0.2923048179332818,0.3254961258593176,0,train
0.35185176803332946,0.20752863158210672,0,test
0.8106642503161502,0.49009331755141133,1,train
0.15851061597050597,0.9658103747767942,1,test
0.37678638778545065,0.3402982343728237,0,train
0.5099772536421943,0.7536117575100454,1,train
0.3318865562162086,0.6933584748964302,1,train
0.22621006662043902,0.42849020639971686,1,test
0.39357919571108607,0.350690401797364,1,train
0.2750041535867206,0.27856307549577247,1,test
0.6226490408783162,0.4215917724187582,1,train
0.038079222025832374,0.6681482078980954,0,valid
0.5213788675555009,0.24024392831556912,1,test
0.341496367479531,0.8269562430450139,1,train
0.46086356129749056,0.5063415112260068,1,test
0.5032697665474891,0.399516646444192,1,test
0.2566761619438481,0.46125526464417915,0,valid
0.5055656247734408,0.4310996774385401,1,train
0.09602072905598517,0.6240835729175122,1,test
0.1371198421758685,0.4484716708725312,0,train
0.6021711536365196,0.8760454610165817,1,train
0.3683618716344661,0.6700477488380553,1,train
0.7443170655769593,0.08764903308479591,1,train
0.42635140661649246,0.4019149596484958,0,train
0.32374273269419357,0.7127252471613904,1,train
0.39358354306340526,0.5016397972450637,1,valid
0.36406424310957824,0.747274557161324,1,valid
0.27324019651299164,0.5834852824521694,0,valid
0.18243753476794747,0.6283056130130946,0,train
0.6247453212891886,0.32608208358328766,1,train
0.5532654645673478,0.7339542777598869,1,test
0.6292899347364274,0.4438484749609169,1,train
0.4226983141094189,0.2988140107789669,0,train
0.6294149286292279,0.06081592139059797,1,test
0.37977985362989697,0.6420877260927127,1,train
0.46223223156616605,0.6967060920755022,1,valid
0.817182242367701,0.4823809523991776,1,train
0.640507131283666,0.7071055123236077,1,train
0.6333721560342649,0.5018464617808485,1,train
0.14998747483239305,0.10852652997173272,0,train
0.4304640160724633,0.7588744987095932,1,train
0.6533054210955325,0.8262049427623007,1,valid
0.6470682708450752,0.5906069472327127,1,train
0.6864269961318933,0.16623401609514232,1,train
0.7739802421440359,0.7605920163216164,1,train
0.215248567641766,0.46727402424440256,0,valid
0.3395359564603956,0.44437873402747163,1,valid
0.6585958350718978,0.7336371669386909,0,train
0.5044441024465989,0.15206528767865204,1,train
0.051361292397784836,0.5194348670797089,1,train
0.08156265981961483,0.5832655046326208,1,train
0.3930943926602967,0.16347443996660455,1,train
0.5016455869590414,0.5935284922829837,1,train
0.24577281527874087,0.4607281909432811,1,train
0.41300706708285057,0.7108140851406922,1,test
0.21351765096381634,0.14651292688454584,0,valid
0.44350363455660696,0.5961224129889472,1,train
0.03712532959783223,0.7823730552992028,1,valid
0.5638662138968646,0.7142307836217116,1,train
0.4631372289805155,0.2362750631026057,1,valid
0.5190773857787732,0.38505222328519656,1,train
0.1069091926690025,0.4112855652387453,1,train
0.27042458713215783,0.6227418797163267,1,train
0.7542556795704375,0.5935287580957719,1,test
0.4241836897413865,0.3698565570132004,1,train
0.5964287893427493,0.8735964478115531,1,train
0.5048858985363812,0.16342675160577325,0,train
0.34466138492755916,0.37616775177547646,1,train
0.8510871704852078,0.5844190183820477,1,train
0.5452164189334154,0.65298437432636,1,valid
0.8138809458644372,0.7812281377896271,1,train
0.17371905346265243,0.604598850327472,1,train
0.06952641613090352,0.5875007685376892,0,valid
0.545213693998901,0.2130799018967708,1,train
0.4491950556587914,0.34370595678488547,1,train
0.42140970957382984,0.3393424827896317,1,test
0.5433133244372422,0.5440231205575823,1,valid
0.428348639729885,0.28602023895956974,1,valid
0.216087604280917,0.6799987486783016,0,train
0.18229039410999298,0.46022378350783755,0,test
0.46695534140579537,0.5273547730839878,1,valid
0.20165005789324378,0.49479920503832975,1,train
0.6448347199348948,0.5858779224130892,1,test
0.6053484951740501,0.4810402409766053,1,train
0.5851096394283188,0.47274275736720983,1,valid
0.7269882218169889,0.9107173940197332,1,train
0.5378260662475093,0.7625759512074974,1,train
0.2885459336721737,0.511656443803098,0,train
0.10800279262476002,0.5851344412501488,1,train
0.4443908629604228,0.4395993353968016,0,train
0.15004955561793443,0.6736226433595236,1,train
0.2475123615239014,0.30251852740778223,0,train
0.16164718647716989,0.907496566955947,1,train
0.5929821429822554,0.5399618712251132,1,train
0.3344089447146148,0.27375896481818424,1,train
0.46609299980825386,0.6699816373726338,1,train
0.21545912950162666,0.09932131481826154,0,train
0.3591122979556674,0.8927948833734326,1,valid
0.5277884484304342,0.3938613740380688,1,train
0.1317235949463225,0.779023423201299,0,train
0.6486272841153115,0.5887303616809586,0,train
0.6762308852913912,0.5157818577322795,0,train
0.5484769699744784,0.7633585214107638,1,train
0.234618521483113,0.34506553316583677,1,train
0.2756171785547482,0.6623243824822028,0,train
0.26087453947165096,0.7420267677137149,1,train
0.3410855491958318,0.5188921351627543,0,train
0.5272397065717138,0.46046312566139974,1,train
0.5761779437915463,0.11757059675880338,1,valid
0.602384704521611,0.4542863292781575,1,valid
0.32678786263545484,0.6036806918488327,1,train
0.22024576173656896,0.49474256518187903,1,train
0.6513419923473214,0.4625269282127622,1,train
0.5485475596438723,0.31075069109457437,1,train
0.7094737018246214,0.1020417731983221,0,train
0.4886840342574996,0.4099993764453849,1,valid
0.11150873065360878,0.727957431788345,1,valid
0.7242537129743996,0.6022793523772757,1,train
0.369663974513871,0.3207551524615978,0,train
0.812896118568346,0.2621168808954029,1,train
0.27352587407788115,0.8236152110086676,1,test
0.9770614270901574,0.5439902039844835,1,train
0.5098032926352234,0.4746908226743622,1,train
0.46739564546993706,0.7647423789860661,1,train
0.5746813241201351,0.0177744935783642,1,valid
0.16166403056137107,0.41356291565717385,0,train
0.2041217226348461,0.23715783031884768,0,train
0.48480602898898434,0.31469998702727087,1,valid
0.45767951452397804,0.3958459893690464,0,train
0.13761400931222503,0.3982525111273709,0,valid
0.7683938206411647,0.6366146157882637,1,train
0.532570769498684,0.7052576735588434,1,train
0.3755497549182298,0.5272168572131255,0,valid
0.14408166370234513,0.6643601192082831,1,valid
0.5539917481716159,0.431094325379457,1,valid
0.12434398926113671,0.7961465491882405,1,test
0.6521842586467725,0.6830035644416422,0,train
0.28029890739613716,0.17585210285611524,0,train
0.9163022204406318,0.5064244303807104,1,train
0.30215875510160684,0.21028106695574972,1,train
0.35075028249678014,0.6965429351755619,0,train
0.584018696644735,0.8866434395804585,1,train
0.28489251619459355,0.3850192258900924,1,train
0.7630667689145603,0.5905739106163569,1,train
0.48515719632807613,0.5440078352078066,1,train
0.16689162127788607,0.3203704966151904,0,train
0.16820521008981373,0.6261692155333797,1,test
0.673171309060649,1.0,1,test
0.3657890035574298,0.36791512280185623,1,train
0.40179412812185533,0.4250403952164002,1,train
0.35001619561694,0.8923245258646078,0,valid
0.23587643934233915,0.44420061068714584,0,valid
0.35100838905105,0.6571711606677928,0,train
0.379731043051687,0.2437421830421457,0,train
0.9004897217339611,0.5463787027426362,1,valid
0.33034310371896347,0.23260687758444207,1,train
0.30187748513857526,0.34743063529606827,0,train
0.5347763722802074,0.3918547700271475,1,train
0.45006960574480026,0.679318471088248,1,train
0.13315073053485674,0.772022301796193,0,train
0.6177518621918834,0.5971646983035345,1,train
0.3356487882337855,0.1271900984313135,0,valid
0.2192365964569043,0.26377541646339775,0,valid
0.46251638704913983,0.5248930855734025,1,valid
0.33213350982064455,0.6673285116336075,1,train
0.12006755381315795,0.13731380632393017,0,valid
0.8661443996883258,0.8242639157571224,0,train
0.3412180774743604,0.45942379840217457,0,train
0.36701620359347087,0.2679324448881048,1,test
0.42653682325389286,0.5268947827970731,1,valid
0.5040019085398976,0.1843162609433116,1,test
0.6160897316753254,0.23939339618940442,0,train
0.49107476845010484,0.4772402425420486,1,train
0.07483038402548184,0.538414892279785,0,test
0.14171287454380335,0.7975036344075053,1,valid
0.5534393592469806,0.1009434733806695,1,train
0.493839500177692,0.748846898965757,0,test
0.4712087529823747,0.4678450782485128,1,train
0.41259509273227307,0.30091885223070813,0,test
0.5456956697953659,0.4410013449821086,0,train
0.6187210840264394,0.9186673706570344,1,train
0.41058885240778437,0.4139249538593397,0,test
0.37424853195518415,0.6152611666275533,1,test
0.3665322249972442,0.24890834460181158,0,valid
0.4832330497809995,0.39711489928777227,0,train
0.5965429485794371,0.7642179128645991,1,train
0.3689679673304311,0.4016492937279945,1,valid
0.7213887594181471,0.635597582586229,1,train
0.386029081777784,0.4912760032844563,1,train
0.8534333004223481,0.8419876296381141,1,train
0.2142866191986461,0.8306492927025902,0,train
0.3031719691309726,0.5769050665023633,1,train
0.04525762732551112,0.21977531591062632,0,train
0.18471865649157412,0.12252534944719695,0,train
0.5219629187249882,0.1904861811841102,0,train
0.46627567645597634,0.46716970550505826,1,train
0.5507392874276481,0.7172256944514025,1,test
0.33520795247570395,0.3369879138334013,0,train
0.1456893729749662,0.6528809670337944,1,valid
0.3741759117817506,0.3437010317374459,0,train
0.7327287677200378,0.5446083959822512,1,train
0.284217694102038,0.6706444893900597,1,valid
0.5270040916995159,0.40152429516400323,1,train
0.45069012360751626,0.1743480845218397,1,test
0.0,0.41641247672902315,0,train
0.3737498251752307,0.583477885939302,0,valid
0.3484841182061111,0.4543307641421662,0,train
0.3387181417952842,0.35994355828521807,1,train
0.37165451180454423,0.3779567376826169,0,train
0.5381087119674646,0.8291798586000827,1,train
0.17077454916591225,0.7832265771882273,1,train
0.6774740347977907,0.522047059196064,1,train
0.7090535246324229,0.28343277712641984,1,train
0.6500282902378072,0.6059351977714772,1,valid
0.11584760664520716,0.7501706672790206,1,train
0.21949726932378047,0.5759978829474383,1,train
0.6139383702452955,0.4248130624663152,1,train
0.6229137864895546,0.9105766357896824,1,train
0.6503201280757084,0.67101540152085,1,train
0.27076936474957153,0.296876956868351,1,train
0.49986304145822347,0.3928891226781623,1,train
0.48970352753053054,0.40228696299978595,1,train
0.287045922774457,0.40810086152733716,1,train
0.38741520709751043,0.26791826185485784,0,test
0.48793179083052485,0.7514734977646,1,train
0.19367891342761542,0.3695496512996311,0,test
0.7209222845571038,0.5360911775847413,1,valid
0.37344089126051294,0.6720755294953205,1,train
0.3083645834880848,0.5236211231522291,1,train
0.5521401777133534,0.5800108959216336,1,train
0.37628251830657267,0.7690491482309838,1,train
0.5126363955717064,0.15303688100579482,1,valid
0.6117996633820814,0.30633947726637323,0,train
0.5528554819292393,0.8459444395452242,1,train
0.5748340030500975,0.05315360286302494,0,test
0.7637502764310978,0.727979500297436,1,train
0.8870809660724671,0.9264880306472607,1,valid
0.4727704774090327,0.14023022670518423,0,train
0.8652116403753787,0.3976153022006086,1,train
0.5429374588951303,0.7068691764143968,1,valid
0.2440740442599508,0.29670086002889484,1,valid
0.239555623712895,0.40256508028761073,1,valid
0.6495027703044784,0.7449829112458107,0,train
0.5726915664399903,0.4614748555275677,1,test
0.633419699885946,0.26851338611686976,1,train
0.6095195299772743,0.4506595127944119,0,train
0.1739685474849535,0.21743353521268677,0,train
0.2983425529826394,0.07740821778169502,1,train
0.560332513998318,0.5805687306559659,1,train
0.9012104355636921,0.5492596205120662,1,valid
0.8357549838589846,0.10409930403670532,1,train
0.6275169828358134,0.3355733753894961,1,train
0.2345932030937161,0.2389123046678581,0,test
0.2308007502929095,0.7709299459718453,1,train
0.23672925401129624,0.14950681715819852,0,train
0.20892397468984472,0.6763908545443008,1,train
0.845149355313697,0.5510510754046272,1,train
0.30294658563256055,0.6405792853581971,1,train
0.39349595440398233,0.4327271884833176,1,train
0.8050778156402576,0.3530527933512959,1,train
0.13116828625104696,0.9032577159089992,1,train
0.6171903627208748,0.3850579377440955,0,train
0.24548748300741244,0.5212123977187696,1,train
0.393503221244736,0.28893608480598076,0,train
